Cidade,Estado,Longitude,Latitude 
Boa Esperança do Iguaçu,PR,-25.632435,-53.210818
Boa Esperança do Sul,SP,-21.991832000000002,-48.390622
Boa Hora,PI,-4.414041,-42.135748
Boa Nova,BA,-14.359754,-40.206444
Boa Ventura,PB,-7.409822,-38.211346999999996
Boa Ventura de São Roque,PR,-24.921083,-51.64929
Boa Viagem,CE,0.0,0.0
Boa Vista,PB,0.0,0.0
Boa Vista,RO,0.0,0.0
Boa Vista da Aparecida,PR,-25.430754999999998,-53.411694
Boa Vista das Missões,RS,-27.6671126,-53.3101556
Boa Vista do Buricá,RS,-27.66928,-54.108229
Boa Vista do Cadeado,RS,-28.578643,-53.811744
Boa Vista do Gurupi,MA,-1.7981168,-46.30718820000001
Boa Vista do Incra,RS,-28.810771999999996,-53.390933
Boa Vista do Ramos,AM,-2.974087,-57.587332999999994
Boa Vista do Sul,RS,-29.354406,-51.668725
Boa Vista do Tupim,BA,-12.649774,-40.606376000000004
Boca da Mata,AL,-9.643082000000001,-36.212498
Boca do Acre,AM,0.0,0.0
Bocaina,SP,0.0,0.0
Bocaina,PI,0.0,0.0
Bocaina de Minas,MG,-22.167778,-44.394721999999994
Bocaina do Sul,SC,-27.745494,-49.942279
Bocaiúva,MG,-17.1075,-43815.0
Bocaiúva do Sul,PR,-25.206591,-49.114131
Bodocó,PE,-7.7775919999999985,-39.933797
Bodoquena,MS,-20.536983,-56.712716
Bodó,RN,-5.980269,-36.416706
Bofete,SP,-23.105543,-48.258203
Boituva,SP,-23.285531,-47.678574
Bom Conselho,PE,-9.169191,-36.685683000000004
Bom Despacho,MG,0.0,0.0
Bom Jardim,PE,0.0,0.0
Bom Jardim,MA,0.0,0.0
Bom Jardim,RJ,-22.151532800000002,-42.41866829999999
Bom Jardim da Serra,SC,-28.338032399999996,-49.625588
Bom Jardim de Goiás,GO,-16.206265900000002,-52.172793
Bom Jardim de Minas,MG,-21.948332999999998,-44.19083300000001
Bom Jesus,PB,0.0,0.0
Bom Jesus,RS,-31.288046,-52.292331
Bom Jesus,PI,0.0,0.0
Bom Jesus,SC,-26.732595,-52.3919
Bom Jesus,RN,0.0,0.0
Bom Jesus da Lapa,BA,-13.250570999999999,-43.410754
Bom Jesus da Penha,MG,-21.016667,-46.5225
Bom Jesus da Serra,BA,-14.366311999999999,-40.512556
Bom Jesus das Selvas,MA,-4.476382,-46.864118
Bom Jesus de Goiás,GO,-18.2172539,-49.73999
Bom Jesus do Amparo,MG,-19.703332999999997,-43.473611
Bom Jesus do Araguaia,MT,0.0,0.0
Bom Jesus do Galho,MG,-19.828056,-42.316111
Bom Jesus do Itabapoana,RJ,-21.1341025,-41.680095
Bom Jesus do Norte,ES,-21.1222,-41.6712
Bom Jesus do Oeste,SC,-26.692737,-53.096725
Bom Jesus do Sul,PR,-26.195802,-53.59549300000001
Bom Jesus do Tocantins,PA,0.0,0.0
Bom Jesus do Tocantins,TO,0.0,0.0
Bom Jesus dos Perdões,SP,-23.1326634,-46.464494099999996
Bom Lugar,MA,-4.373113,-45.03265
Bom Princípio,RS,-29.490454800000002,-51.3565114
Bom Princípio do Piauí,PI,-3.196314,-41.640333
Bom Progresso,RS,-27.539856,-53.871607999999995
Bom Repouso,MG,-22.471110999999997,-46145.0
Bom Retiro,SC,-27.798993,-49.486994
Bom Retiro do Sul,RS,-29.608551000000002,-51.946379
Bom Sucesso,PB,0.0,0.0
Bom Sucesso,MG,0.0,0.0
Bom Sucesso,PR,0.0,0.0
Bom Sucesso de Itararé,SP,-24.3158016,-49.1461217
Bom Sucesso do Sul,PR,-26.073113,-52.835297
Bombinhas,SC,-27.1519159,-48.4875691
Bonfim,MG,0.0,0.0
Bonfim,RO,0.0,0.0
Bonfim do Piauí,PI,-9.180931,-42.883466
Bonfinópolis,GO,-16.6172709,-48.9615701
Bonfinópolis de Minas,MG,-16.568889000000002,-45.988611
Boninal,BA,-12.706887,-41.828604
Bonito,BA,0.0,0.0
Bonito,PE,0.0,0.0
Bonito,MS,0.0,0.0
Bonito,PA,0.0,0.0
Bonito de Minas,MG,-15.3231,-44.7544
Bonito de Santa Fé,PB,-7.3134070000000015,-38.513335
Bonópolis,GO,-13.649331,-49.83291129999999
Boqueirão,PB,0.0,0.0
Boqueirão do Leão,RS,-29.30462,-52.428432
Boqueirão do Piauí,PI,-4.481806,-42.121232
Boquim,SE,-11.139249699999999,-37.6333091
Boquira,BA,-12.820536,-42.732354
Boracéia,SP,-22.192645000000002,-48.780751
Borba,AM,-4.391539,-59.58738
Borborema,SP,0.0,0.0
Borborema,PB,0.0,0.0
Borda da Mata,MG,-22.274167000000002,-46.165278
Borebi,SP,-22.572763000000002,-48.970749
Borrazópolis,PR,-23.936607000000002,-51.587507
Borá,SP,-22.269627,-50.540919
Bossoroca,RS,-28.729089000000002,-54.903507
Botelhos,MG,-21.65,-46.394721999999994
Botucatu,SP,-22.8838,-48.4438
Botumirim,MG,-16.862778,-43.011111
Botuporã,BA,-13.377235,-42.516301
Botuverá,SC,-27.200749,-49.068892
Bozano,RS,-28.366611,-53.775786
Braga,RS,-27.617348,-53.74051400000001
Braganey,PR,-24.817339999999998,-53.121787
Bragança,PA,-1.0573967,-46.7635406
Bragança Paulista,SP,-22.9520235,-46.5418586
Branquinha,AL,-9.247805699999999,-36.015200899999996
Brasil Novo,PA,-3.2979220000000002,-52.534020999999996
Brasileira,PI,-4.133696,-41.785855
Brasilândia,MS,-21.254428,-52.036519
Brasilândia de Minas,MG,-17.010141600000004,-46.0093761
Brasilândia do Sul,PR,-24.197762,-53.527527
Brasilândia do Tocantins,TO,-8.389182,-48.482213
Brasiléia,AC,-11.001276400000002,-68.7487974
Brasnorte,MT,-12.1227151,-58.005010899999995
Brasília,DF,-15.7941878,-47.88274910000001
Brasília de Minas,MG,-16.2075,-44.430278
Brasópolis,MG,-22.473611,-45.618056
Brazabrantes,GO,-16.4281309,-49.3862521
Braço do Norte,SC,-28.268082,-49.170056
Braço do Trombudo,SC,-27.358578,-49.882145
Braúna,SP,-21.499039,-50.317489
Braúnas,MG,-19.055556,-42.716111
Brejetuba,ES,-20.2606,-41.3549
Brejinho,PE,0.0,0.0
Brejinho,RN,0.0,0.0
Brejinho de Nazaré,TO,-11.005754,-48.568278
Brejo,MA,-3.677957,-42.752704
Brejo Alegre,SP,-21.165147,-50.186076
Brejo Grande,SE,-10.4302,-36.4659
Brejo Grande do Araguaia,PA,-5.698216,-48.41025
Brejo Santo,CE,-7.484686,-38.979911
Brejo da Madre de Deus,PE,-8.149333,-36.374142
Brejo de Areia,MA,-4.06953,-45.500351
Brejo do Cruz,PB,-6.3418529999999995,-37.49434
Brejo do Piauí,PI,-8.20314,-42.822917
Brejo dos Santos,PB,-6.370652,-37.825311
Brejolândia,BA,-12.481547,-43.967855
Brejão,PE,-9.029146,-36.566034
Brejões,BA,-13.103947999999999,-39.798797
Breu Branco,PA,-3.7765223,-49.570400899999996
Breves,PA,-1.6803599999999999,-50.479085
Britânia,GO,-15.242759900000001,-51.160206099999996
Brochier,RS,-29.55363935,-51.59633863
Brodowski,SP,-20.984532,-47.657216999999996
Brotas,SP,0.0,0.0
Brotas de Macaúbas,BA,-11.991452,-42.632609
Brumadinho,MG,-20.143611,-44.2
Brumado,BA,-14.202126999999999,-41.669592
Brunópolis,SC,-27.305781,-50.86837
Brusque,SC,-27.0960846,-48.9135325
Brás Pires,MG,-20.848333,-43.243055
Bueno Brandão,MG,-22.441976,-46.3517971
Buenos Aires,PE,-7.724488000000001,-35.318197
Buenópolis,MG,-17.872778,-44.18
Buerarema,BA,-14.959497,-39.302849
Bugre,MG,0.0,0.0
Bujari,AC,-9.8309656,-67.9520886
Bujaru,PA,-1.517616,-48.038063
Buri,SP,-23.797689000000002,-48.595811
Buritama,SP,-21.066064,-50.147494
Buriti,MA,0.0,0.0
Buriti Alegre,GO,-18.1377879,-49.0404411
Buriti Bravo,MA,-5.832392,-43.835288
Buriti de Goiás,GO,-16.1791989,-50.430223100000006
Buriti do Tocantins,TO,-5.314483,-48.227134
Buriti dos Lopes,PI,-3.1825919999999996,-41.869481
Buriti dos Montes,PI,-5.30584,-41.093348999999996
Buriticupu,MA,-4.323755,-46.440883
Buritinópolis,GO,-14.4589282,-46.4293104
Buritirama,BA,-10.717055,-43.630231
Buritirana,MA,0.0,0.0
Buritis,RO,0.0,0.0
Buritis,MG,0.0,0.0
Buritizal,SP,0.0,0.0
Buritizeiro,MG,-17.352778,-44.958056
Butiá,RS,-30.11792,-51.960057
Buíque,PE,-8.619539,-37.160564
Bálsamo,SP,0.0,0.0
Caapiranga,AM,-3.315372,-61.22055699999999
Caaporã,PB,-7.513508,-34.905514000000004
Caarapó,MS,-22.635208600000002,-54.8207174
Caatiba,BA,-14.969854000000002,-40.409156
Cabaceiras,PB,-7.4899156000000024,-36.2860501
Cabaceiras do Paraguaçu,BA,-12.531694,-39.190231
Cabeceira Grande,MG,-16.0297,-47.0906
Cabeceiras,GO,-15.7995459,-46.9264991
Cabeceiras do Piauí,PI,-4.4773,-42.306889
Cabedelo,PB,-6.987314,-34.828409
Cabixi,RO,-13.494479,-60.552032
Cabo Frio,RJ,-22.88,-42.0509
Cabo Verde,MG,-21.4731366,-46.397219899999996
Cabo de Santo Agostinho,PE,-8.2838,-35.0322
Cabreúva,SP,-23.3075,-47.133055999999996
Cabrobó,PE,-8.505484,-39.309384
Cabrália Paulista,SP,-22.45756,-49.339337
Cacaulândia,RO,-10.348981,-62.904328
Cacequi,RS,-29.888295,-54.821998
Cachoeira,BA,0.0,0.0
Cachoeira Alta,GO,-18.761826899999996,-50.943243100000004
Cachoeira Dourada,GO,-18.485892899999996,-49.4766031
Cachoeira Dourada,MG,-18.485892899999996,-49.4766031
Cachoeira Grande,MA,-2.930745,-44.052763
Cachoeira Paulista,SP,-22.666498,-45.01538400000001
Cachoeira da Prata,MG,-19.524723,-44.453056
Cachoeira de Goiás,GO,-16.663516,-50.64604110000001
Cachoeira de Minas,MG,-22355.0,-45.778611
Cachoeira de Pajeú,MG,-15.965832999999998,-41.496666
Cachoeira do Arari,PA,-1.012259,-48.95029
Cachoeira do Piriá,PA,-1.759738,-46.54593
Cachoeira do Sul,RS,-30.040788399999997,-52.891671499999994
Cachoeira dos Índios,PB,-6.913531,-38.675979999999996
Cachoeiras de Macacu,RJ,-22.4626861,-42.6534414
Cachoeirinha,RS,-29.94706325,-51.10356493
Cachoeirinha,TO,0.0,0.0
Cachoeirinha,PE,0.0,0.0
Cachoeiro de Itapemirim,ES,-20.8683,-41.1397
Cacimba de Areia,PB,-7.1212800000000005,-37.156288
Cacimba de Dentro,PB,-6.6385960000000015,-35.777834999999996
Cacimbas,PB,-7.2072119999999975,-37.060429
Cacimbinhas,AL,-9.401212,-36.991082
Cacique Doble,RS,-27.767044,-51.659671
Cacoal,RO,-11.4333,-61.4420502
Caconde,SP,-21.527995,-46.643659
Caculé,BA,-14.500281,-42.222871999999995
Caetanos,BA,-14.334745000000002,-40.917506
Caetanópolis,MG,-19.295277,-44.413333
Caetité,BA,-14.068422,-42.486133
Caeté,MG,-19.897776999999998,-43.670278
Caetés,PE,-8.780301,-36.626828
Cafarnaum,BA,-11.691399,-41.468823
Cafeara,PR,-22.78905,-51.714195000000004
Cafelândia,PR,0.0,0.0
Cafelândia,SP,0.0,0.0
Cafezal do Sul,PR,-23.900508,-53.512418000000004
Caiabu,SP,-22.012719,-51.23940800000001
Caiana,MG,-20.695555,-41.924723
Caiapônia,GO,-16.9538779,-51.8090761
Caibaté,RS,-28.290475,-54.64540699999999
Caibi,SC,-27.074102000000003,-53.245751
Caicó,RN,-6.4594129,-37.0974372
Caieiras,SP,-23.3641667,-46.74055560000001
Cairu,BA,-13.490376999999999,-39.046525
Caiuá,SP,-21.832164000000002,-51.996918
Caiçara,PB,0.0,0.0
Caiçara,RS,-27.279121000000004,-53.42567
Caiçara do Norte,RN,-5.0645017,-36.0561226
Caiçara do Rio do Vento,RN,-5.765412,-35.993772
Cajamar,SP,-23.3561111,-46.8769444
Cajapió,MA,-2.873262,-44.674096999999996
Cajari,MA,-3.3274160000000004,-45.014497999999996
Cajati,SP,-24.73239,-48.122347
Cajazeiras,PB,0.0,0.0
Cajazeiras do Piauí,PI,-6.796667,-42.390278
Cajazeirinhas,PB,-6.960164,-37.800929
Cajobi,SP,-20.877287,-48.806336
Cajueiro,AL,-9.399402,-36.155937
Cajueiro da Praia,PI,-2.931114,-41.340801
Cajuri,MG,-20.790554999999998,-42.795833
Cajuru,SP,-21.274934,-47.303022
Caldas,MG,-21.923610999999998,-46.386111
Caldas Brandão,PB,-7.1025,-35.327159
Caldas Novas,GO,-17.7449,-48.6252
Caldazinha,GO,-16.7116649,-49.0012601
Caldeirão Grande,BA,-11.020798,-40.295577
Caldeirão Grande do Piauí,PI,-7.331403999999999,-40.6366
Califórnia,PR,-23.656587,-51.357366999999996
Calmon,SC,-26.594413399999997,-51.1117155
Calumbi,PE,-7.935515,-38.148244
Calçado,PE,-8.731081,-36.336554
Calçoene,AP,2498.0,-50949.0
Camacan,BA,-15.414157000000001,-39.491937
Camacho,MG,-20.625556,-45.156667
Camalaú,PB,-7.885031,-36.824191
Camamu,BA,-13.939773,-39.107082
Camanducaia,MG,-22.755278,-46.144444
Camapuã,MS,-19.5330171,-54.043374
Camaquã,RS,-30.852475199999997,-51.8075619
Camaragibe,PE,-8.021383199999999,-34.9810768
Camargo,RS,-28.587978999999997,-52.200263
Camaçari,BA,-12.699638,-38.326265
Cambará,PR,-23.042273,-50.075281
Cambará do Sul,RS,-29.047999,-50.14359
Cambira,PR,-23.589018,-51.579152
Camboriú,SC,-27.02736010000001,-48.6535657
Cambuci,RJ,-21.5749919,-41.9107833
Cambuquira,MG,-21.853056,-45.295555
Cambuí,MG,-22.6122501,-46.05721370000001
Cambé,PR,-23.276575,-51.279832
Cametá,PA,0.0,0.0
Camocim,CE,-2.900499,-40.854362
Camocim de São Félix,PE,-8.358649,-35.765332
Campanha,MG,-21.836666,-45.402221999999995
Campanário,MG,0.0,0.0
Campestre,AL,-8.847228,-35.56847
Campestre,MG,0.0,0.0
Campestre da Serra,RS,-28.7947348,-51.096251
Campestre de Goiás,GO,-16.7624179,-49.69497
Campestre do Maranhão,MA,-6.170747,-47.362468
Campina Grande,PB,-7.2219,-35.8732
Campina Grande do Sul,PR,-25.3046032,-49.0545355
Campina Verde,MG,-19.535277,-49.486389
Campina da Lagoa,PR,-24.589323,-52.79759
Campina das Missões,RS,-27.988833000000003,-54.841648
Campina do Monte Alegre,SP,-23.58948,-48.4758
Campina do Simão,PR,-25.080171,-51.82371
Campinas,SP,-22.9056,-47.0609
Campinas do Piauí,PI,-7.6592990000000025,-41.877487
Campinas do Sul,RS,-27.7176783,-52.6246653
Campinaçu,GO,-13.786996900000002,-48.5703841
Campinorte,GO,-14.313669899999999,-49.151093100000004
Campinápolis,MT,-14.516182,-52.892979000000004
Campo Alegre,SC,-26.192987,-49.2639932
Campo Alegre,AL,-9.782967,-36.3527835
Campo Alegre de Goiás,GO,-17.6316543,-47.772837599999995
Campo Alegre de Lourdes,BA,-9.522212,-43.01258
Campo Alegre do Fidalgo,PI,-8.382357,-41.834399
Campo Azul,MG,-16.5031,-44.8108
Campo Belo,MG,-20.8975,-45.277223
Campo Belo do Sul,SC,-27.89754000000001,-50.75955
Campo Bom,RS,-29.674694,-51.060601
Campo Bonito,PR,-25.02944500000001,-52.993933
Campo Erê,SC,-26.393056,-53.085614
Campo Florido,MG,-19.760832999999998,-48.572223
Campo Formoso,BA,0.0,0.0
Campo Grande,AL,-9.9554162,-36.7926146
Campo Grande,MS,-20.433321499999998,-54.59458106
Campo Grande do Piauí,PI,-7.128274,-41.031486
Campo Largo,PR,-25.4546,-49.5257
Campo Largo do Piauí,PI,-3.804411,-42.639990999999995
Campo Limpo Paulista,SP,-23.207791,-46.788919
Campo Limpo de Goiás,GO,-16.297101,-49.0894994
Campo Magro,PR,-25.3691533,-49.4496921
Campo Maior,PI,-4.821697,-42.164124
Campo Mourão,PR,-24.046329,-52.37802
Campo Novo,RS,-27.6792,-53.805209
Campo Novo de Rondônia,RO,-10.584807000000001,-63.60370699999999
Campo Novo do Parecis,MT,-13.658735,-57.890723
Campo Redondo,RN,0.0,0.0
Campo Verde,MT,-15.544978,-55.16258199999999
Campo do Brito,SE,-10.7442284,-37.4882305
Campo do Meio,MG,0.0,0.0
Campo do Tenente,PR,-25.980014,-49.684364
Campos Altos,MG,-19.696389,-46.17138900000001
Campos Belos,GO,-13.0349839,-46.768112
Campos Borges,RS,-28.887148,-53.000811999999996
Campos Gerais,MG,0.0,0.0
Campos Lindos,TO,-7.989563,-46.864473
Campos Novos,SC,-27.3908,-51.2161
Campos Novos Paulista,SP,-22.601952,-49.998726
Campos Sales,CE,-7.067611,-40.368678
Campos Verdes,GO,-14.2441969,-49.65279500000001
Campos de Júlio,MT,-13.724224,-59.285807
Campos do Jordão,SP,-22.7380182,-45.5891164
Campos dos Goytacazes,RJ,-21.7552,-41.32696
Camutanga,PE,-7.405449000000001,-35.26636
Cana Verde,MG,-21.021110999999998,-45.181945
Canabrava do Norte,MT,-11.055561,-51.820883
Cananéia,SP,-25.010460899999998,-47.931562799999995
Canapi,AL,-9.119319,-37.5967
Canarana,BA,0.0,0.0
Canarana,MT,0.0,0.0
Canas,SP,-22.700344,-45.052116999999996
Canavieira,PI,-7.688215,-43.72333
Canavieiras,BA,-15.672204999999998,-38.953648
Canaã,MG,0.0,0.0
Canaã dos Carajás,PA,0.0,0.0
Candeal,BA,-11.804851,-39.120277
Candeias,MG,0.0,0.0
Candeias,BA,0.0,0.0
Candeias do Jamari,RO,-8.809457,-63.696023
Candelária,RS,-29.668390999999996,-52.789494999999995
Candiba,BA,-14.409738,-42.866694
Candiota,RS,-31.551553000000002,-53.677275
Candói,PR,-25.572979999999998,-52.048238
Canela,RS,-29.355992999999998,-50.81192100000001
Canelinha,SC,-27.261609000000004,-48.765791
Canguaretama,RN,-6.3805595,-35.127326399999994
Canguçu,RS,-31.3944191,-52.67489690000001
Canhoba,SE,-10.136465,-36.980639000000004
Canhotinho,PE,-8.876519,-36.197935
Canindé,CE,-4.351618,-39.315505
Canindé de São Francisco,SE,-9.648823,-37.792294
Canitar,SP,-23.004014,-49.783947
Canoas,RS,-29.9189354,-51.1779844
Canoinhas,SC,-26.176591000000002,-50.395001
Cansanção,BA,-10.664713,-39.494388
Cantagalo,PR,-25.373359,-52.119818
Cantagalo,MG,0.0,0.0
Cantagalo,RJ,-21.9811325,-42.36825220000001
Cantanhede,MA,-3.637569,-44.383024
Canto do Buriti,PI,-8.111101,-42.951721
Cantá,RO,2.60994,-60.60582700000001
Canudos,BA,-9.900135,-39.14705900000001
Canudos do Vale,RS,-29.330081,-52.2449041
Canutama,AM,-6.5327253,-64.3856284
Canápolis,BA,0.0,0.0
Canápolis,MG,0.0,0.0
Capanema,PA,0.0,0.0
Capanema,PR,-25.669099,-53.805507999999996
Caparaó,MG,-20.5233329,-41.9050042
Capela,SE,-10.5053,-37.0524
Capela,AL,-9.415041,-36.082583
Capela Nova,MG,-20.923056,-43.618056
Capela de Santana,RS,-29.6932277,-51.32147379999999
Capela do Alto,SP,-23.468470999999997,-47.738834000000004
Capela do Alto Alegre,BA,-11.665797,-39.834912
Capelinha,MG,0.0,0.0
Capetinga,MG,-20.618334,-47.056111
Capim,PB,-6.916244,-35.16725
Capim Branco,MG,-19.548333,-44.133055999999996
Capim Grosso,BA,-11.3777725,-40.0090527
Capinzal,SC,-27.3436968,-51.6110811
Capinzal do Norte,MA,-4.723603,-44.328045
Capinópolis,MG,-18.682778,-49.569722999999996
Capistrano,CE,0.0,0.0
Capitão,RS,-29.267386,-51.985279999999996
Capitão Andrade,MG,-19.0675,-41.859722
Capitão Enéas,MG,0.0,0.0
Capitão Gervásio Oliveira,PI,-8.496547999999999,-41.813973
Capitão Leônidas Marques,PR,-25.481645,-53.611238
Capitão Poço,PA,-1.7447162,-47.063849499999996
Capitão de Campos,PI,-4.467778,-41.925646
Capitólio,MG,-20.615278,-46.05027800000001
Capivari,SP,0.0,0.0
Capivari de Baixo,SC,-28.449772999999997,-48.963144
Capivari do Sul,RS,-30.138251,-50.515152
Capixaba,AC,-10.572968300000001,-67.67608940000001
Capoeiras,PE,-8.734225,-36.630565999999995
Caputira,MG,-20.171945,-42.27027800000001
Capão Alto,SC,-27.938935999999998,-50.509788
Capão Bonito,SP,0.0,0.0
Capão Bonito do Sul,RS,-28.124703000000004,-51.397690000000004
Capão da Canoa,RS,-29.754293699999998,-50.0215684
Capão do Cipó,RS,-28.9446023,-54.5921744
Capão do Leão,RS,-31.756459999999997,-52.488879000000004
Caracaraí,RO,1.827659,-61.130378
Caracol,MS,0.0,0.0
Caracol,PI,0.0,0.0
Caraguatatuba,SP,-23.620279999999998,-45.413059999999994
Carambeí,PR,-24.915237,-50.098624
Caranaíba,MG,0.0,0.0
Carandaí,MG,-20.952222,-43805.0
Carangola,MG,-20.733056,-42.029445
Carapebus,RJ,-22.186896899999997,-41.6611283
Carapicuíba,SP,-23.5234673,-46.840680799999994
Caratinga,MG,-19.789444,-42.138889
Carauari,AM,-4.8742480000000015,-66.8927101
Caravelas,BA,-17.726839000000005,-39.259679
Carazinho,RS,-28.295844,-52.79326
Caraá,RS,-29.786933,-50.431614
Caraí,MG,-17.187777,-41.694444
Caraíbas,BA,0.0,0.0
Caraúbas,PB,0.0,0.0
Caraúbas,RN,0.0,0.0
Caraúbas do Piauí,PI,-3.475249,-41.842517
Carbonita,MG,-17.526667,-43.015833
Cardeal da Silva,BA,-11.947191,-37.946905
Cardoso,SP,0.0,0.0
Cardoso Moreira,RJ,-21.4894916,-41.6152776
Careaçu,MG,-22.051465,-45.684103
Careiro,AM,-3.8185277,-60.3616505
Careiro da Várzea,AM,-3.1969790000000002,-59.79639
Cariacica,ES,-20.302889999999998,-40.3964
Caridade,CE,-4.225141000000002,-39.191165999999996
Caridade do Piauí,PI,-7.734349000000001,-40.984763
Carinhanha,BA,-14.298523999999999,-43.772349
Carira,SE,-10.352361,-37.700241
Cariri do Tocantins,TO,-11.888081,-49.160876
Caririaçu,CE,-7.0280759999999995,-39.282759999999996
Cariré,CE,-3.948584,-40.476028
Cariús,CE,-6.524282,-39.491619
Carlinda,MT,-9.949117999999999,-55.841671
Carlos Barbosa,RS,-29.298087199999998,-51.5004445
Carlos Chagas,MG,-17.702778,-40.764167
Carlos Gomes,RS,-27.716679,-51.91212700000001
Carlópolis,PR,-23.426897,-49.723486
Carmo,RJ,-21.9342464,-42.609155
Carmo da Cachoeira,MG,-21.460556,-45.223334
Carmo da Mata,MG,-20.558056,-44.869723
Carmo de Minas,MG,-22.1225,-45.128611
Carmo do Cajuru,MG,-20.184444,-44.770834
Carmo do Paranaíba,MG,-18.995555,-46.314444
Carmo do Rio Claro,MG,-20.972223,-46.118611
Carmo do Rio Verde,GO,-15.3549139,-49.707975
Carmolândia,TO,-7.032616,-48.397809
Carmésia,MG,-19.088333,-43.141389000000004
Carmópolis,SE,-10.6533113,-36.969298200000004
Carmópolis de Minas,MG,-20.541666,-44635.0
Carnaubais,RN,-5.341808,-36.833489
Carnaubal,CE,-4.159846,-40.941303999999995
Carnaubeira da Penha,PE,-8.317994,-38.751155
Carnaíba,PE,-7.793421,-37.794584
Carnaúba dos Dantas,RN,-6.550153,-36.586818
Carneirinho,MG,-19.6975,-50.688055
Carneiros,AL,-9.484762,-37.37730300000001
Caroebe,RO,0.8842030000000001,-59.695886
Carolina,MA,-7.333196000000001,-47.469811299999996
Carpina,PE,-7.8456600000000005,-35.251397
Carrancas,MG,-21.487776999999998,-44.641944
Carrapateira,PB,-7.034141,-38.339884999999995
Carrasco Bonito,TO,-5.314152,-48.031416
Caruaru,PE,-8.2815,-35.9737
Carutapera,MA,-1.2016638000000002,-46.020561799999996
Carvalhos,MG,-22.001667,-44.461667
Carvalhópolis,MG,-21.778056,-45.840833
Casa Branca,SP,0.0,0.0
Casa Grande,MG,-20.793055,-43.929722999999996
Casa Nova,BA,-9.164083,-40.97397700000001
Casca,RS,-28.560515999999996,-51.981452000000004
Cascalho Rico,MG,-18.576667,-47.877223
Cascavel,CE,0.0,0.0
Cascavel,PR,-24.94466,-53.42892
Caseara,TO,-9.276121,-49.952123
Caseiros,RS,-28.2721081,-51.6872074
Casimiro de Abreu,RJ,-22.4809932,-42.2039976
Casinhas,PE,-7.740839,-35.72063499999999
Casserengue,PB,-6.7795380000000005,-35.817875
Cassilândia,MS,-19.117867,-51.731309
Castanhal,PA,-1.2931,-47.9232
Castanheira,MT,-11.125060000000001,-58.608076000000004
Castanheiras,RO,-11.413503,-61.942715
Castelo,ES,-20.6298,-41.2172
Castelo do Piauí,PI,-5.318693,-41.549865000000004
Castelândia,GO,-18.089349399999996,-50.22045960000001
Castilho,SP,-20.868924,-51.488394
Castro,PR,-24.789085999999998,-50.010767
Castro Alves,BA,-12.75795,-39.424753
Cataguases,MG,-21.389444,-42.696666
Catalão,GO,-18.1772334,-47.941725700000006
Catanduva,SP,-21.1311,-48.9772
Catanduvas,SC,-27.068971899999998,-51.660158
Catanduvas,PR,0.0,0.0
Catarina,CE,-6.122911,-39.873644
Catas Altas,MG,-20.0744,-43.4075
Catas Altas da Noruega,MG,-20.690277,-43.4975
Catende,PE,-8.675086,-35.702386
Catiguá,SP,-21.051861,-49.06162
Catingueira,PB,-7.120081,-37.60638
Catolândia,BA,-12.310013,-44.864808000000004
Catolé do Rocha,PB,-6.340625,-37.746967
Catu,BA,-12.351274,-38.379108
Catuji,MG,-17.303055999999998,-41.516667
Catunda,CE,-4.6433599999999995,-40.199988
Caturama,BA,-13.323938,-42.290385
Caturaí,GO,-16.4473559,-49.4919149
Caturité,PB,-7.416586,-36.030589
Catuti,MG,-15.3597,-42.9628
Catuípe,RS,-28.255356,-54.013215
Caucaia,CE,-3.7297,-38.6596
Cavalcante,GO,-13.7975639,-47.4565901
Caxambu,MG,-21.977223000000002,-44.9325
Caxambu do Sul,SC,-27.16240100000001,-52.880718
Caxias,MA,-4.8655,-43.3532
Caxias do Sul,RS,-29.16887966,-51.19264263
Caxingó,PI,-3.4190440000000004,-41.895476
Caçador,SC,-26.77567,-51.01200410000001
Caçapava,SP,-23.099204,-45.707645
